URL,SIZE(bytes),NO OF OUTLINKS,CONTENT-TYPE
https://www.theguardian.com/us-news/greg-gianforte/2017/may/26/all,640945,133,text/html
https://www.theguardian.com/us-news/2017/apr/24/arkansas-double-executions-supreme-court-jack-jones-marcel-williams,927066,134,text/html
https://www.theguardian.com/us-news/2018/oct/11/migrants-abandoned-desert-smugglers-arizona-desert,922567,131,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62e366e4b00ef6acc6c89d,1039620,201,text/html
https://www.theguardian.com/us-news/2018/feb/21/trump-vaccination-safety-commission-robert-kennedy-autism,950643,153,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62da98e4b04a6f567de034,1039611,201,text/html
https://www.theguardian.com/us-news/2018/oct/28/migrants-el-salvador-us-mexico-border,920305,143,text/html
https://www.theguardian.com/us-news/2017/jul/01/little-rock-nightclub-shooting-police,914840,129,text/html
https://www.theguardian.com/us-news/greg-gianforte/2017/may/25/all,646310,137,text/html
https://www.theguardian.com/us-news/2018/jul/16/judge-halts-deportation-families-trump-administration,922570,133,text/html
https://www.theguardian.com/us-news/2018/feb/05/trump-pro-nhs-marches-universal-healthcare-farage-fox-friends,931103,148,text/html
https://www.theguardian.com/us-news/2017/mar/13/budget-office-republican-healthcare-coverage-deficit-costs,973902,157,text/html
https://www.theguardian.com/us-news/2018/aug/07/conoce-a-alguien-impactado-por-politica-tolerancia-cero-trump,920704,133,text/html
https://www.theguardian.com/us-news/series/us-politics-live/2019/feb/07/all,627960,127,text/html
https://www.theguardian.com/us-news/montana/2017/apr/20/all,626481,123,text/html
https://www.theguardian.com/us-news/us-mexico-border?page=5,728994,169,text/html
https://www.theguardian.com/us-news/2018/mar/13/us-healthcare-costs-causes-drug-prices-salaries,934891,141,text/html
https://www.theguardian.com/us-news/2018/feb/05/us-nursing-homes-dementia-report-human-rights-watch,921788,135,text/html
https://www.theguardian.com/us-news/us-mexico-border?page=6,691213,152,text/html
https://www.theguardian.com/us-news/gallery/2017/dec/13/mexico-central-american-migrants-la-bestia-pictures,1025035,158,text/html
https://www.theguardian.com/us-news/2018/dec/03/george-hw-bush-casket-washington,949650,154,text/html
https://www.theguardian.com/us-news/2017/jul/06/steve-scalise-virginia-shooting-hospital,921038,134,text/html
https://www.theguardian.com/us-news/video/2018/oct/31/trump-migrant-caravan-15000-troops-to-border-video,887142,133,text/html
https://www.theguardian.com/us-news/state-of-the-union-address/2019/feb/05/all,627946,127,text/html
https://www.theguardian.com/us-news/2018/jan/18/adhd-young-women-medication-ritalin,920189,135,text/html
https://www.theguardian.com/us-news/2018/jul/29/donald-trump-government-shutdown-immigration,921443,138,text/html
https://www.theguardian.com/us-news/2017/jul/05/reddit-user-hanassholesolo-gif-trump-cnn-tweet,924895,138,text/html
https://www.theguardian.com/us-news/2017/jul/02/trump-body-slam-cnn-tweet-violence-reporters-wrestlemania,943339,168,text/html
https://www.theguardian.com/us-news/series/us-politics-live/2019/jan/23/all,627834,126,text/html
https://www.theguardian.com/us-news/mike-pence?page=4,706780,157,text/html
https://www.theguardian.com/us-news/state-of-the-union-address/2019/feb/07/all,632480,129,text/html
https://www.theguardian.com/us-news/2017/dec/17/health-leaders-report-fetus-transgender-cdc-banned-words,925004,130,text/html
https://www.theguardian.com/us-news/2018/oct/26/migrant-caravan-us-border-reaction-trump,933055,152,text/html
https://www.theguardian.com/us-news/2018/mar/07/keith-ellison-to-lead-single-payer-healthcare-bill-house,926487,140,text/html
https://www.theguardian.com/us-news/2018/aug/07/trump-immigration-policy-readers-stories,920392,133,text/html
https://www.theguardian.com/us-news/2018/jan/15/medical-university-south-carolina-musc-coretta-scott-king-strike,928557,138,text/html
https://www.theguardian.com/us-news/state-of-the-union-address?page=3,716643,164,text/html
https://www.theguardian.com/us-news/mike-pence?page=3,705355,156,text/html
https://www.theguardian.com/us-news/series/us-politics-live?page=3,736983,183,text/html
https://www.theguardian.com/us-news/2018/oct/19/trump-migrant-caravan-mexico-border-democrat-blame-no-evidence,928033,143,text/html
https://www.theguardian.com/us-news/2017/nov/14/senate-republicans-tax-obamacare-mandate-repeal,925433,135,text/html
https://www.theguardian.com/us-news/state-of-the-union-address?page=2,709292,157,text/html
https://www.theguardian.com/us-news/2018/jan/16/trumps-approval-rating-at-lowest-for-any-president-in-their-first-year,924770,132,text/html
https://www.theguardian.com/us-news/mike-pence?page=2,707423,159,text/html
https://www.theguardian.com/us-news/series/us-politics-live?page=4,733226,181,text/html
https://www.theguardian.com/us-news/2017/dec/03/orrin-hatch-chip-healthcare-program-joe-scarborough,921745,149,text/html
https://www.theguardian.com/us-news/2016/jan/05/tension-grows-as-militia-prepares-for-fourth-night-in-oregon-standoff,944365,140,text/html
https://www.theguardian.com/us-news/state-of-the-union-address?page=4,700213,153,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d3920e4b03740e8744e24,1036762,226,text/html
https://www.theguardian.com/us-news/2018/dec/09/donald-trump-chief-of-staff-john-kelly-nick-ayers,925937,142,text/html
https://www.theguardian.com/us-news/2016/sep/13/oregon-militia-standoff-trial-begins-ammon-ryan-bundy,940559,153,text/html
https://www.theguardian.com/us-news/2016/feb/05/lavoy-finicum-hailed-as-one-of-the-biggest-patriots-before-funeral,929595,150,text/html
https://www.theguardian.com/us-news/2019/jan/04/trump-pay-raises-federal-workers-pay-shutdown,921637,134,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d04dce4b0649df24d1893,1036762,226,text/html
https://www.theguardian.com/us-news/2016/aug/17/nevada-cliven-bundy-donald-trump-gerald-delemus-guilty,928065,152,text/html
https://www.theguardian.com/us-news/2017/dec/30/for-reproductive-rights-campaigners-2017-felt-like-the-calm-before-the-storm,931757,143,text/html
https://www.theguardian.com/us-news/2016/jan/28/oregon-militia-standoff-four-members-remain-malheur-wildlife-refuge,935510,143,text/html
https://www.theguardian.com/us-news/state-of-the-union-address/2019/feb/06/all,662448,146,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3cb309e4b0e86a868277bc,1000310,196,text/html
https://www.theguardian.com/us-news/2018/dec/11/mike-pence-twitter-meme-trump-meeting,919614,146,text/html
https://www.theguardian.com/us-news/2016/jan/28/oregon-militia-standoff-lavoy-finicum-shooting-dead-police-malehur-national-wildlife-refuge,921274,138,text/html
https://www.theguardian.com/us-news/2018/apr/17/sinclair-broadcasting-robert-smith-greg-gianforte-donation,923551,140,text/html
https://www.theguardian.com/us-news/2016/jan/15/oregon-militia-standoff-arrest-stolen-government-vehicle-burns-oregon-police-kenneth-medenbach,937723,141,text/html
https://www.theguardian.com/us-news/2017/jun/26/what-are-you-doing-to-protest-the-republican-health-bill,920449,133,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3c8e48e4b0e86a868275db,999995,194,text/html
https://www.theguardian.com/us-news/2016/feb/12/obama-doubles-protected-land-california-desert,928902,151,text/html
https://www.theguardian.com/us-news/2017/dec/22/why-medical-students-are-practicing-abortions-on-papayas,978836,167,text/html
https://www.theguardian.com/us-news/2016/jan/09/oregon-militia-wildlife-refuge-heavily-armed-men,943946,137,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3cf7abe4b03740e8744cc2,1001508,191,text/html
https://www.theguardian.com/us-news/2017/jun/24/us-healthcare-republican-bill-no-coverage-death,941134,149,text/html
https://www.theguardian.com/us-news/2017/nov/29/trumps-health-secretary-pick-pitches-himself-as-opponent-to-high-drug-prices,925671,139,text/html
https://www.theguardian.com/us-news/2016/jan/19/oregon-milita-standoff-malheur-national-wildlife-refuge-cattle-ranchers,935373,146,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d1e9ee4b0649df24d1937,1036767,226,text/html
https://www.theguardian.com/us-news/2016/feb/15/oregon-militia-standoff-felony-charges,1050061,215,text/html
https://www.theguardian.com/us-news/2018/oct/31/paulette-jones-idaho-governor-native-american-democrat,962450,179,text/html
https://www.theguardian.com/us-news/2018/jan/10/hurricane-maria-puerto-rico-iv-bag-shortage-hospitals,935196,142,text/html
https://www.theguardian.com/us-news/2018/aug/30/judge-delays-grizzly-bear-hunts,917820,137,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c410d14e4b00173154a65c6,1027729,217,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d269fe4b0e86a86827c35,1036770,226,text/html
https://www.theguardian.com/us-news/2016/jan/05/oregon-standoff-federal-agents-remember-waco,946172,147,text/html
https://www.theguardian.com/us-news/2017/feb/08/trump-nordstrom-tweet-ethics-bob-casey,921263,140,text/html
https://www.theguardian.com/us-news/2015/jul/29/senate-republicans-bill-defund-planned-parenthood,939471,143,text/html
https://www.theguardian.com/us-news/video/2015/jun/01/cliven-bundy-nevada-land-cows-video,890695,125,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d20f8e4b0649df24d1949,1036762,226,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c412a2ae4b058cfe6d923cf,1027721,217,text/html
https://www.theguardian.com/us-news/2017/aug/26/ruby-ridge-1992-modern-american-militia-charlottesville,971420,154,text/html
https://www.theguardian.com/us-news/2017/may/05/idaho-governor-homeless-democrat-troy-minton,947672,149,text/html
https://www.theguardian.com/us-news/healthcare?page=5,693392,151,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c41171de4b0197a614f5318,1027726,217,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d1195e4b0649df24d18dd,1036762,226,text/html
https://www.theguardian.com/us-news/2016/jan/16/oregon-militias-behavior-increasingly-brazen-as-public-property-destroyed,934131,140,text/html
https://www.theguardian.com/us-news/2015/aug/13/louisiana-alabama-medicaid-payments-planned-parenthood-violation,932539,134,text/html
https://www.theguardian.com/us-news/2017/nov/13/trump-nominates-ex-drug-company-executive-as-new-health-secretary,937815,140,text/html
https://www.theguardian.com/us-news/2016/jan/21/oregon-militia-standoff-malheur-wildlife-refuge-native-american-artifacts-paiute-tribe,935620,142,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3cfb9ee4b03740e8744ccf,1036762,226,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c410294e4b0197a614f52b8,1027726,217,text/html
https://www.theguardian.com/us-news/2018/aug/16/should-us-mothers-be-paid-for-life-saving-cord-blood-or-placentas,931824,159,text/html
https://www.theguardian.com/us-news/2018/aug/01/us-health-insurance-trump-administration-policy,923319,130,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c41200de4b0197a614f536c,1027726,217,text/html
https://www.theguardian.com/us-news/idaho?page=4,717020,160,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d162fe4b0e86a86827bd1,1036762,226,text/html
https://www.theguardian.com/us-news/2016/aug/29/north-dakota-oil-pipeline-protest-standing-rock-sioux,926059,146,text/html
https://www.theguardian.com/us-news/2017/may/28/food-stamps-lifeline-trump-america,941011,146,text/html
https://www.theguardian.com/us-news/2019/jan/03/ilhan-omar-hijab-congress-headwear,942127,146,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d036de4b0e86a86827b51,1036765,226,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40f1d9e4b00173154a6541,1010360,199,text/html
https://www.theguardian.com/us-news/2018/jun/07/obamacare-aca-trump-administration-defend-mandate,921226,132,text/html
https://www.theguardian.com/us-news/idaho?page=3,716225,158,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40e2bbe4b0197a614f51fc,1010350,199,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d2a57e4b0e86a86827c43,1036770,226,text/html
https://www.theguardian.com/us-news/2018/dec/07/trump-asylum-ban-immigration-us-court,920015,132,text/html
https://www.theguardian.com/us-news/us-congress/2019/jan/03/all,638588,132,text/html
https://www.theguardian.com/us-news/live/2019/jan/14/trump-live-latest-news-updates-russia-fbi-investigation-government-shutdown-today?page=with%3Ablock-5c3d1908e4b0649df24d1918,1036770,226,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40fb14e4b0197a614f5298,1027730,217,text/html
https://www.theguardian.com/us-news/2018/apr/25/alfie-evans-american-conservatives-criticize-nhs-ted-cruz,923915,142,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c4104c7e4b058cfe6d922fa,1027730,217,text/html
https://www.theguardian.com/us-news/idaho?page=2,734521,165,text/html
https://www.theguardian.com/us-news/live/2018/nov/06/us-midterms-elections-2018-latest-live-polls-news-updates-donald-trump-republicans-democrats?page=with%3Ablock-5be234d0e4b0d2fcbd9b27cc,1038165,208,text/html
https://www.theguardian.com/us-news/video/2019/jan/04/tears-hugs-and-dabbing-as-new-congress-sworn-in-video-report,889709,123,text/html
https://www.theguardian.com/us-news/2017/mar/12/republican-healthcare-trump-pence-medicaid-indiana,992370,180,text/html
https://www.theguardian.com/us-news/2018/oct/24/white-supremacist-members-arrested-charlottesville-riot,921292,131,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62fa7be4b04a6f567de17f,1051439,211,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65d80ee4b05934c2e33579,1036528,191,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40e6cbe4b0197a614f5224,1010362,199,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c4113f5e4b058cfe6d9234d,1027729,217,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65d6cbe4b0397fa13014b1,1036526,191,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62e6a1e4b00ef6acc6c8be,1051443,211,text/html
https://www.theguardian.com/us-news/2018/oct/02/charlottesville-arrests-far-right-rally-protests-police-latest,922624,133,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62ef35e4b04a6f567de0f9,1051443,211,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65cc16e4b05934c2e33520,1036532,191,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40f737e4b058cfe6d922be,1027721,217,text/html
https://www.theguardian.com/us-news/2017/jun/07/kansas-tax-cuts-sam-brownback-trump-plan,939091,143,text/html
https://www.theguardian.com/us-news/2018/oct/16/idaho-wildlife-official-kills-baboon-family-blake-fischer-resigns,918574,140,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c4085d7e4b00173154a6027,995696,188,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65cecde4b0397fa1301477,1036526,191,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62f5bbe4b042feedcbc71f,1051445,211,text/html
https://www.theguardian.com/us-news/video/2018/sep/12/were-as-ready-as-anyone-has-ever-been-ahead-of-hurricane-florence-says-trump-video,916849,137,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62e8dbe4b00ef6acc6c8cd,1051437,211,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65d350e4b0397fa1301499,1036526,191,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40ceafe4b058cfe6d921c5,1005827,196,text/html
https://www.theguardian.com/us-news/2018/jul/02/idaho-three-year-old-birthday-party-stabbing,917946,129,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c538e60e4b01125b082af72,1052150,220,text/html
https://www.theguardian.com/us-news/2017/may/17/alex-jones-retracts-false-stories-chobani-defamation-suit,920876,133,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c41088de4b0197a614f52dc,1027726,217,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65d69ce4b0397fa13014b0,1036532,191,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62f3f3e4b04a6f567de12c,1051437,211,text/html
https://www.theguardian.com/us-news/2018/oct/23/virginia-rant-racist-anti-immigrant-video-viral,916312,137,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62ec44e4b042feedcbc6b3,1051445,211,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65c714e4b0397fa1301433,1035797,197,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40de53e4b00173154a64b4,1010360,199,text/html
https://www.theguardian.com/us-news/2018/jul/01/idaho-stabbing-attack-nine-injured-apartment-complex,919343,128,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c532120e4b0e764aa15175d,1002676,195,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c40d69ce4b0197a614f51a0,1005827,196,text/html
https://www.theguardian.com/us-news/2016/nov/24/standing-rock-thanksgiving-jane-fonda-dakota-access-pipeline,943909,146,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65cd5be4b05934c2e33535,1036528,191,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c62f97ae4b042feedcbc751,1051437,211,text/html
https://www.theguardian.com/us-news/2019/jan/04/jazmine-barnes-shooting-texas-police-sketch,931716,139,text/html
https://www.theguardian.com/us-news/2018/dec/08/charlottesville-trial-james-fields-guilty-verdict-survivors-response,933650,140,text/html
https://www.theguardian.com/us-news/2018/aug/08/rashida-tlaib-muslim-woman-elected-us-congress-michigan,952975,148,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65d0f0e4b0397fa1301481,1036526,191,text/html
https://www.theguardian.com/us-news/2016/nov/14/dakota-access-pipeline-completion-delayed-army-corp-engineers-review,946380,154,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c409190e4b00173154a60b6,995696,188,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c536102e4b0e764aa151a72,1052147,220,text/html
https://www.theguardian.com/us-news/live/2019/jan/17/trump-latest-live-news-updates-shutdown-pelosi-us-politics-today?page=with%3Ablock-5c41097de4b0197a614f52e0,1027726,217,text/html
https://www.theguardian.com/us-news/2016/apr/01/native-american-north-dakota-oil-pipeline-protest,936176,150,text/html
https://www.theguardian.com/us-news/2015/may/17/medicaid-prisoners-healthcare-access,935488,139,text/html
https://www.theguardian.com/us-news/2018/jul/25/us-immigration-latest-parents-renuite-with-childen-problems,938204,138,text/html
https://www.theguardian.com/us-news/2018/dec/03/charlottesville-trial-james-fields-heather-heyer,921753,134,text/html
https://www.theguardian.com/us-news/2017/feb/28/donald-trump-congress-speech-first-presidential-address,980958,160,text/html
https://www.theguardian.com/us-news/2018/jun/21/us-family-separations-trump-executive-order-explainer,947502,155,text/html
https://www.theguardian.com/us-news/2015/apr/01/new-york-medicaid-scam-doctors-homeless,930384,136,text/html
https://www.theguardian.com/us-news/2016/nov/15/dakota-access-oil-pipeline-construction-delay-court,927103,141,text/html
https://www.theguardian.com/us-news/2018/aug/25/john-mccain-influential-us-senator-and-ex-presidential-candidate-dies-aged-81,965531,157,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c539ba1e4b0e0e1bbc24d23,1052150,220,text/html
https://www.theguardian.com/us-news/live/2019/feb/08/donald-trump-latest-news-live-matt-whitaker-testify?page=with%3Ablock-5c5da2b0e4b042feedcb9e89,1010909,186,text/html
https://www.theguardian.com/us-news/2016/mar/30/donald-trump-wisconsin-undercover-protest,958553,154,text/html
https://www.theguardian.com/us-news/2014/dec/31/arizona-jan-brewer-medicaid-expansion-lawsuit,931507,130,text/html
https://www.theguardian.com/us-news/2018/jul/26/trump-reunification-deadline-concerns-children-parents-deported,925917,136,text/html
https://www.theguardian.com/us-news/2018/dec/15/court-cites-dr-seusss-the-lorax-in-rebuke-to-us-forest-service,919186,132,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c657b50e4b05934c2e33036,1031952,190,text/html
https://www.theguardian.com/us-news/2015/jul/01/barack-obama-republican-states-expand-medicaid,933527,135,text/html
https://www.theguardian.com/us-news/2017/jan/02/guns-state-background-checks-study,939666,140,text/html
https://www.theguardian.com/us-news/live/2019/feb/08/donald-trump-latest-news-live-matt-whitaker-testify?page=with%3Ablock-5c5d9b2ce4b042feedcb9e1d,1010907,186,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c535aa1e4b0e764aa151a47,1052149,220,text/html
https://www.theguardian.com/us-news/live/2019/feb/08/donald-trump-latest-news-live-matt-whitaker-testify?page=with%3Ablock-5c5d947de4b04a6f567db806,1010904,186,text/html
https://www.theguardian.com/us-news/2016/apr/27/police-shooting-13-year-old-boy-baltimore-freddie-gray,935812,139,text/html
https://www.theguardian.com/us-news/2015/mar/17/house-senate-republican-budgets-2015,934551,139,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c657df8e4b0397fa1300fe7,1031948,190,text/html
https://www.theguardian.com/us-news/2018/dec/11/james-fields-charlottesville-trial-sentence-jury-recommends-life-heather-heyer,922079,131,text/html
https://www.theguardian.com/us-news/2018/dec/16/david-bernhardt-ryan-zinke-lobbyist-interior-department,927558,143,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c657d36e4b0397fa1300fda,1031951,190,text/html
https://www.theguardian.com/us-news/2015/may/08/florida-governor-rick-scott-medicaid-funding,920211,134,text/html
https://www.theguardian.com/us-news/2015/nov/30/freddie-gray-trial-baltimore-police-officers,954617,145,text/html
https://www.theguardian.com/us-news/live/2019/feb/08/donald-trump-latest-news-live-matt-whitaker-testify?page=with%3Ablock-5c5db66ce4b00ef6acc6a30c,1011595,194,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c534e06e4b0e764aa1519c4,1010924,188,text/html
https://www.theguardian.com/us-news/2015/may/01/marilyn-mosby-baltimore-states-attorney-freddie-gray,941596,142,text/html
https://www.theguardian.com/us-news/2015/jan/16/obamacare-website-marilyn-tavenner-resignation,929124,131,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c65760fe4b071a680340674,1031948,190,text/html
https://www.theguardian.com/us-news/2018/dec/10/charlottesvillej-ames-fields-heather-heyer-,920113,131,text/html
https://www.theguardian.com/us-news/live/2019/feb/14/trump-news-live-government-shutdown-deal-latest-updates-democrats-republicans-us-politics-today?page=with%3Ablock-5c657f93e4b05934c2e33068,1031951,190,text/html
https://www.theguardian.com/us-news/live/2019/feb/12/trump-news-shutdown-latest-live-updates-us-politics-today?page=with%3Ablock-5c632d2fe4b042feedcbc9cf,1043620,204,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c538b22e4b0e0e1bbc24ca7,1052149,220,text/html
https://www.theguardian.com/us-news/live/2019/feb/08/donald-trump-latest-news-live-matt-whitaker-testify?page=with%3Ablock-5c5da1cde4b00ef6acc6a1a8,1010909,186,text/html
https://www.theguardian.com/us-news/live/2019/jan/31/trump-news-live-latest-updates-wall-mexico-national-emergency-us-politics-today?page=with%3Ablock-5c532b9ce4b0e0e1bbc248bc,1010930,188,text/html
https://www.theguardian.com/us-news/2018/apr/21/lobbyist-retires-early-following-scott-pruitt-condo-scandal,923011,132,text/html
