URL,SIZE(bytes),NO OF OUTLINKS,CONTENT-TYPE
https://www.theguardian.com/us-news/2018/dec/10/severe-winter-storm-us-southern-states,920642,131,text/html
https://www.theguardian.com/us-news/video/2016/sep/11/hillary-clinton-donald-trump-commemorate-15th-anniversary-911-ground-zero-video,889746,123,text/html
https://www.theguardian.com/us-news/2018/sep/02/elizabeth-warren-donald-trump-pocahontas,920660,131,text/html
https://www.theguardian.com/us-news/rick-santorum,710266,156,text/html
https://www.theguardian.com/us-news/2016/aug/09/trump-gun-owners-clinton-judges-second-amendment,927410,150,text/html
https://www.theguardian.com/us-news/september11/2016/sep/10/all,640423,134,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/13/all,635920,129,text/html
https://www.theguardian.com/us-news/2016/sep/10/september-11-mattress-ad-backlash,933035,151,text/html
https://www.theguardian.com/us-news/2017/jan/30/justice-department-trump-immigration-acting-attorney-general-sally-yates,945981,156,text/html
https://www.theguardian.com/us-news/video/2018/sep/25/world-leaders-laugh-at-donald-trump-as-he-brags-about-his-achievements-video,890137,124,text/html
https://www.theguardian.com/us-news/2017/oct/25/tyra-patterson-to-be-freed-after-23-years-in-prison-and-claims-of-innocence,924678,137,text/html
https://www.theguardian.com/us-news/2017/apr/01/judge-rejects-trump-defense-claim-incited-violence-protesters,920866,133,text/html
https://www.theguardian.com/us-news/2016/sep/12/new-york-911-rescue-workers-claims-deadline-extended,924313,137,text/html
https://www.theguardian.com/us-news/2017/dec/16/bernie-sanders-tax-bill-republicans-trump,979786,159,text/html
https://www.theguardian.com/us-news/2018/oct/11/hurricane-michael-trail-of-devastation-florida-georgia,934057,146,text/html
https://www.theguardian.com/us-news/2019/jan/16/can-philadelphia-stop-people-from-dying-as-drug-crisis-and-gun-violence-rage-on,953343,150,text/html
https://www.theguardian.com/us-news/live/2018/oct/11/hurricane-michael-latest-live-news-updates-florida-weather-evacuations-storm,1105683,253,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/15/all,632071,129,text/html
https://www.theguardian.com/us-news/2016/sep/09/congress-911-rememberance-ceremony-capitol,925766,141,text/html
https://www.theguardian.com/us-news/2018/oct/01/kavanaugh-clerk-hire-casts-light-on-link-to-judge-forced-to-resign-in-metoo-era,977586,162,text/html
https://www.theguardian.com/us-news/video/2018/sep/28/senator-jeff-flake-kavanaugh-nomination-delay-video,888183,122,text/html
https://www.theguardian.com/us-news/2017/dec/15/republican-tax-bill-apple-cupertino-inequality,943150,165,text/html
https://www.theguardian.com/us-news/south-carolina?page=2,712661,163,text/html
https://www.theguardian.com/us-news/2017/dec/15/republican-tax-bill-bob-corker-marco-rubio,925524,145,text/html
https://www.theguardian.com/us-news/2018/sep/30/fbi-investigation-brett-kavanaugh-julie-swetnick-kellyanne-conway,930917,146,text/html
https://www.theguardian.com/us-news/2018/dec/01/george-hw-bush-former-us-president-dies-aged-94,970424,156,text/html
https://www.theguardian.com/us-news/2018/sep/28/jeff-flake-elevator-rape-survivors-brett-kavanaugh,930096,141,text/html
https://www.theguardian.com/us-news/2017/dec/17/republicans-confident-tax-bill-reform-trump,936208,141,text/html
https://www.theguardian.com/us-news/2017/dec/19/trump-tax-plan-whats-in-the-final-bill,953855,140,text/html
https://www.theguardian.com/us-news/south-carolina?page=3,720380,160,text/html
https://www.theguardian.com/us-news/2018/oct/01/brett-kavanaugh-deborah-ramirez-julie-swetnick-christine-blasey-ford,932391,143,text/html
https://www.theguardian.com/us-news/johnmccain,713002,165,text/html
https://www.theguardian.com/us-news/ng-interactive/2016/may/14/who-supports-donald-trump-the-new-republican-center-of-gravity,882534,106,text/html
https://www.theguardian.com/us-news/video/2018/oct/01/my-white-house-will-do-what-senators-want-says-trump-of-kavanaugh-video,890986,125,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/18/all,637028,130,text/html
https://www.theguardian.com/us-news/south-carolina?page=4,713092,160,text/html
https://www.theguardian.com/us-news/2017/nov/30/republican-tax-bill-senate-republicans-votes,956120,149,text/html
https://www.theguardian.com/us-news/video/2017/dec/19/us-house-approves-republican-tax-legislation-video,888608,124,text/html
https://www.theguardian.com/us-news/2018/may/29/tennessee-women-battling-addiction-photo-essay,1020708,135,text/html
https://www.theguardian.com/us-news/2018/dec/02/george-hw-bush-war-peace,936287,148,text/html
https://www.theguardian.com/us-news/2015/dec/29/martin-omalley-iowa-campaign-events-one-person,942920,156,text/html
https://www.theguardian.com/us-news/video/2017/dec/22/trump-signs-tax-bill-i-didnt-want-you-folks-to-say-that-i-wasnt-keeping-my-promise-video,888600,121,text/html
https://www.theguardian.com/us-news/2017/dec/02/republican-tax-bill-explained,927776,140,text/html
https://www.theguardian.com/us-news/2018/dec/26/seven-year-old-girl-in-donald-trump-call-still-believes-in-santa,940785,141,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/16/all,632254,128,text/html
https://www.theguardian.com/us-news/freddie-gray,706710,155,text/html
https://www.theguardian.com/us-news/us-justice-system,735112,164,text/html
https://www.theguardian.com/us-news/2017/feb/08/tsa-screening-racial-religious-profiling-aclu-study,951009,146,text/html
https://www.theguardian.com/us-news/2015/may/06/martin-omalley-interview-cities-baltimore-maryland,948410,141,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/20/all,632573,129,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56bab8cae4b0410f76d1b4f8,1093671,223,text/html
https://www.theguardian.com/us-news/2017/dec/02/donald-trump-tax-cuts-democrats-senate,964659,154,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56bab169e4b0410f76d1b4ed,1093671,223,text/html
https://www.theguardian.com/us-news/2017/dec/14/the-republican-tax-bill-will-weaken-the-united-states,916906,131,text/html
https://www.theguardian.com/us-news/martin-o-malley,741137,173,text/html
https://www.theguardian.com/us-news/carly-fiorina,722420,161,text/html
https://www.theguardian.com/us-news/2018/oct/14/stacey-abrams-brian-kemp-georgia-governors-race,925987,140,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baae6fe4b0410f76d1b4e4,1093660,223,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56bab660e4b0410f76d1b4f5,1093665,223,text/html
https://www.theguardian.com/us-news/us-taxation?page=5,711719,161,text/html
https://www.theguardian.com/us-news/2018/oct/18/russian-billionaire-aras-agalarov-company-trump-tower-meeting,941405,148,text/html
https://www.theguardian.com/us-news/us-defence-spending,732908,163,text/html
https://www.theguardian.com/us-news/2017/nov/30/us-tax-break-rich-homeowners-homelessness,928099,144,text/html
https://www.theguardian.com/us-news/2017/nov/28/republican-tax-bill-senate-trump-capitol-hill,925392,136,text/html
https://www.theguardian.com/us-news/2015/jul/18/donald-trump-john-mccain-vietnam-iowa-republicans,943452,146,text/html
https://www.theguardian.com/us-news/ben-carson,705284,154,text/html
https://www.theguardian.com/us-news/2018/may/10/opioids-crisis-experts-warn-quick-settlements-could-conceal-truth,929738,140,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baba4de4b01e65c62c7d4f,1093665,223,text/html
https://www.theguardian.com/us-news/2017/nov/18/the-resistance-now-activists-plan-to-protest-the-republican-tax-bill,947397,144,text/html
https://www.theguardian.com/us-news/2018/apr/30/donald-trump-guantanamo-bay-mattis-review-isis,939268,146,text/html
https://www.theguardian.com/us-news/video/2016/feb/06/marco-rubio-same-line-repeat-obama-chris-christie-republican-debate-video,890738,126,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56bab2ace4b0a789c640f0d1,1093660,223,text/html
https://www.theguardian.com/us-news/ng-interactive/2016/feb/01/iowa-caucus-results-live-county-by-county-interactive-map,881452,106,text/html
https://www.theguardian.com/us-news/2016/feb/09/midnight-voting-dixville-notch-sanders-kasich-new-hampshire-primary,930212,135,text/html
https://www.theguardian.com/us-news/nafta,712618,163,text/html
https://www.theguardian.com/us-news/marco-rubio,721871,159,text/html
https://www.theguardian.com/us-news/2016/feb/08/donald-trump-rallies-field-organization-new-hampshire,936262,136,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/10/all,632190,128,text/html
https://www.theguardian.com/us-news/guantanamo-bay?page=3,711893,162,text/html
https://www.theguardian.com/us-news/2016/feb/08/trump-repeats-insult-from-crowd-member-calling-cruz-a-pussy,938279,142,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baad07e4b0410f76d1b4e0,1093669,223,text/html
https://www.theguardian.com/us-news/2018/oct/11/trump-kanye-west-white-house-lunch,949775,150,text/html
https://www.theguardian.com/us-news/2016/sep/19/post-911-america-terrorism-fear-us-diplomat,944233,157,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baaa0de4b01e65c62c7d3b,1009431,183,text/html
https://www.theguardian.com/us-news/2016/feb/07/republican-debate-new-hampshire-marco-rubio-chris-christie-donald-trump-ted-cruz,959965,155,text/html
https://www.theguardian.com/us-news/guantanamo-bay?page=2,726476,163,text/html
https://www.theguardian.com/us-news/2017/dec/04/chuck-grassley-attempts-to-clarify-booze-or-women-tax-comments,921504,131,text/html
https://www.theguardian.com/us-news/2015/oct/29/owen-labrie-sentenced-st-pauls-prep-school,924178,133,text/html
https://www.theguardian.com/us-news/2016/dec/12/obama-senate-cia-torture-report-september-11-classified,925346,137,text/html
https://www.theguardian.com/us-news/jeb-bush,715412,157,text/html
https://www.theguardian.com/us-news/video/2016/apr/15/john-kasich-rape-college-parties-alcohol-video,889736,124,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/02/all,641631,134,text/html
https://www.theguardian.com/us-news/video/2016/apr/12/john-kasich-attack-donald-trump-ted-cruz-video,889264,124,text/html
https://www.theguardian.com/us-news/2016/apr/19/jewish-voters-new-york-primary-bernie-sanders-gods-candidate,927094,135,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baaa80e4b0a789c640f0c5,1009427,183,text/html
https://www.theguardian.com/us-news/video/2016/sep/28/senate-obama-veto-saudi-arabia-911-bill-video,890156,125,text/html
https://www.theguardian.com/us-news/2018/oct/02/trump-helped-parents-hide-money-on-tax-returns-new-york-times,928880,137,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baaf96e4b0a789c640f0ca,1093671,223,text/html
https://www.theguardian.com/us-news/2016/apr/17/donald-trump-rigged-election-complaints-new-york-primary,939100,146,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/18/all,627547,127,text/html
https://www.theguardian.com/us-news/2017/dec/03/republican-senate-leader-rejects-report-showing-tax-bill-will-add-to-national-debt,960331,162,text/html
https://www.theguardian.com/us-news/2016/apr/19/new-york-primaries-from-values-to-votes-as-decision-day-arrives,983783,179,text/html
https://www.theguardian.com/us-news/live/2016/apr/17/bernie-sanders-hillary-clinton-donald-trump-new-york,1083180,223,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56bab574e4b0410f76d1b4f3,1093660,223,text/html
https://www.theguardian.com/us-news/2018/oct/08/brett-kavanaugh-swearing-in-donald-trump,930370,142,text/html
https://www.theguardian.com/us-news/2017/may/10/guantanamo-prisoner-september-11-trial-torture-testify,937007,146,text/html
https://www.theguardian.com/us-news/2018/oct/10/anthony-scaramucci-steve-bannon-donald-trump-blue-collar-president,929056,139,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baab81e4b01e65c62c7d3e,1093669,223,text/html
https://www.theguardian.com/us-news/live/2016/apr/13/us-election-campaign-live-sanders-clinton-trump-cruz-kasich,1065045,218,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/11/all,627605,126,text/html
https://www.theguardian.com/us-news/us-taxation/2017/dec/04/all,632119,128,text/html
https://www.theguardian.com/us-news/live/2016/apr/24/us-election-trump-clinton-koch-brothers-sanders-live,1066351,214,text/html
https://www.theguardian.com/us-news/live/2016/apr/15/us-election-campaign-live-sanders-clinton-trump-cruz-kasich,1094740,245,text/html
https://www.theguardian.com/us-news/live/2016/feb/09/new-hampshire-primary-results-polls-us-election-2016-live-coverage?page=with%3Ablock-56baab24e4b0410f76d1b4de,1093671,223,text/html
https://www.theguardian.com/us-news/2016/sep/28/senate-obama-veto-september-11-bill-saudi-arabia,935257,141,text/html
https://www.theguardian.com/us-news/2017/aug/08/remains-911-victim-identified-16-years-terror-attack,920100,130,text/html
https://www.theguardian.com/us-news/las-vegas-shooting,728078,162,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/12/all,638138,130,text/html
https://www.theguardian.com/us-news/2016/apr/20/new-york-primary-us-election-clinton-trump-sanders-cruz-sarah-now,939368,145,text/html
https://www.theguardian.com/us-news/2017/dec/01/senate-republicans-reform-bill-us-tax-code,952212,149,text/html
https://www.theguardian.com/us-news/2016/apr/15/new-york-republican-gala-protests-trump-cruz-kasich-manhattan,945954,145,text/html
https://www.theguardian.com/us-news/2017/oct/07/us-gun-control-debate-bias,933455,145,text/html
https://www.theguardian.com/us-news/live/2017/sep/11/the-politics-minute-hurricane-irma-aid-trump,938261,147,text/html
https://www.theguardian.com/us-news/2017/may/10/guantanamo-detainee-abu-zubaydah-cia-torture-hearing,932276,139,text/html
https://www.theguardian.com/us-news/2016/dec/22/nseers-arab-muslim-tracking-system-dismantled-obama,943236,146,text/html
https://www.theguardian.com/us-news/2018/apr/25/september-11-terrorist-held-for-over-a-decade-calls-for-fbi-to-be-held-accountable,927815,146,text/html
https://www.theguardian.com/us-news/2017/oct/07/families-across-14-states-unite-in-grief-after-las-vegas-shooting,924183,133,text/html
https://www.theguardian.com/us-news/john-kasich?page=5,695575,151,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/19/all,639437,132,text/html
https://www.theguardian.com/us-news/trump-administration/2019/jan/28/all,639301,133,text/html
https://www.theguardian.com/us-news/live/2016/apr/19/new-york-primary-polls-sanders-trump-clinton-cruz-kasich-live,1092901,226,text/html
https://www.theguardian.com/us-news/2016/apr/11/new-york-primary-presidential-election-guide-clinton-cruz-sanders-trump,956925,153,text/html
https://www.theguardian.com/us-news/2018/jul/14/uk-protesters-defy-trump-aclu-midterms,956716,170,text/html
https://www.theguardian.com/us-news/trump-administration/2019/jan/30/all,632410,128,text/html
https://www.theguardian.com/us-news/2018/oct/10/brett-kavanaugh-recuse-himself-sexual-abuse-cases-question-supreme-court,940029,150,text/html
https://www.theguardian.com/us-news/2017/jun/19/supreme-court-9-11-detentions-lawsuit,922652,133,text/html
https://www.theguardian.com/us-news/2018/aug/20/beto-orourke-texas-democrat-gains-ground-ted-cruz-senate,958615,151,text/html
https://www.theguardian.com/us-news/video/2017/nov/29/bernie-sanders-rails-against-republican-tax-reform-video,888764,121,text/html
https://www.theguardian.com/us-news/2016/apr/15/john-kasich-student-rape-avoid-parties-with-alcohol,916273,132,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/17/all,639518,132,text/html
https://www.theguardian.com/us-news/2018/may/09/bernie-sanders-workplace-democracy-act-unions-teachers-strikes,927258,137,text/html
https://www.theguardian.com/us-news/2017/dec/12/roy-moore-loses-alabama-senate-race-doug-jones-wins,982381,160,text/html
https://www.theguardian.com/us-news/2018/jan/07/trumps-voter-commissionn-kris-kobach-homeland-security-immigration,945382,151,text/html
https://www.theguardian.com/us-news/2016/sep/23/obama-veto-bill-911-families-sue-saudi-arabia,924611,132,text/html
https://www.theguardian.com/us-news/2015/jul/21/john-kasich-16th-republican-presidential-candidate,933003,136,text/html
https://www.theguardian.com/us-news/2017/jun/30/donald-trump-commission-election-integrity-kris-kobach,944679,151,text/html
https://www.theguardian.com/us-news/video/2018/aug/22/beto-orourke-nfl-protests-texas-video,890466,125,text/html
https://www.theguardian.com/us-news/2018/jan/27/dreamers-reform-democrats-shutdown,934817,154,text/html
https://www.theguardian.com/us-news/2016/apr/12/john-kasich-new-york-speech-cruz-trump,929999,138,text/html
https://www.theguardian.com/us-news/2016/feb/10/bernie-sanders-british-brothernew-hampshire-jeremy-corbyn,940427,141,text/html
https://www.theguardian.com/us-news/2018/jun/12/north-korea-trump-summit-latest-republican-senator-response-democrats,938922,144,text/html
https://www.theguardian.com/us-news/2017/dec/09/roy-moore-praise-putin-russia-alabama,923527,161,text/html
https://www.theguardian.com/us-news/2018/jan/03/donald-trump-election-integrity-commission-dissolved-kobach,936459,149,text/html
https://www.theguardian.com/us-news/2018/nov/06/midterms-2018-first-history-making-election-wins,1004451,185,text/html
https://www.theguardian.com/us-news/live/2016/feb/11/2016-us-presidential-election-south-carolina-primary-trump-sanders-clinton-kasich-bush-cruz-rubio,1096314,239,text/html
https://www.theguardian.com/us-news/rhode-island,734876,164,text/html
https://www.theguardian.com/us-news/michelleobama,694771,151,text/html
https://www.theguardian.com/us-news/2016/mar/12/ted-cruz-lesser-evil-to-donald-trump,940937,139,text/html
https://www.theguardian.com/us-news/2018/mar/20/bernie-sanders-russia-and-stormy-daniels-distract-us-from-real-problem-of-inequality,938076,138,text/html
https://www.theguardian.com/us-news/2016/feb/01/ted-cruz-wins-iowa-caucus-donald-trump-marco-rubio-2016-election,948381,157,text/html
https://www.theguardian.com/us-news/live/2016/apr/11/hillary-clinton-donald-trump-bernie-sanders-us-election-campaign-live,1028816,200,text/html
https://www.theguardian.com/us-news/2018/may/20/santa-fe-shooting-gun-reform-religion-christianity,943006,146,text/html
https://www.theguardian.com/us-news/2017/dec/05/roy-moore-doug-jones-alabama-senate-race,925125,139,text/html
https://www.theguardian.com/us-news/2018/nov/13/michelle-obama-wanted-everything-read-exclusive-extract-memoir-becoming,968311,149,text/html
https://www.theguardian.com/us-news/2016/jul/14/congress-passes-opioids-bill-anti-addiction-legislation,934110,137,text/html
https://www.theguardian.com/us-news/2017/oct/16/trump-us-opioid-crisis-national-emergency,922312,137,text/html
https://www.theguardian.com/us-news/2016/apr/27/paul-manafort-donald-trump-campaign-past-clients,996337,172,text/html
https://www.theguardian.com/us-news/live/2016/may/01/donald-trump-ted-cruz-obama-white-house-dinner,1050097,206,text/html
https://www.theguardian.com/us-news/live/2016/apr/18/new-york-primary-us-election-2016-democrats-republicans-trump-sanders-clinton-cruz-kasich,1065445,206,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/30/all,632522,128,text/html
https://www.theguardian.com/us-news/2016/apr/09/donald-trump-ted-cruz-delegate-republican-convention-colorado,931846,136,text/html
https://www.theguardian.com/us-news/2017/oct/17/trump-pick-for-drug-czar-tom-marino-withdraws,928417,141,text/html
https://www.theguardian.com/us-news/2017/mar/30/donald-trump-opioid-crisis-commission-criticism,966777,157,text/html
https://www.theguardian.com/us-news/2018/oct/10/the-midterms-minute-kamala-harris-south-carolina,938046,148,text/html
https://www.theguardian.com/us-news/2018/nov/07/jeff-sessions-firing-russia-investigation-mueller-trump,946710,157,text/html
https://www.theguardian.com/us-news/2017/aug/28/west-virginia-opioid-epidemic-donald-trump,938234,140,text/html
https://www.theguardian.com/us-news/medicare,740942,165,text/html
https://www.theguardian.com/us-news/2016/apr/08/ted-cruz-picks-up-12-more-delegates-in-colorado-before-state-convention,931874,134,text/html
https://www.theguardian.com/us-news/live/2016/may/03/indiana-primary-live-donald-trump-clinton-sanders-cruz,1077040,229,text/html
https://www.theguardian.com/us-news/2016/apr/18/new-york-primary-poll-bernie-sanders-hillary-clinton,937440,142,text/html
https://www.theguardian.com/us-news/john-kasich/2016/may/04/all,638810,132,text/html
https://www.theguardian.com/us-news/2016/apr/10/ted-cruz-sweeps-colorado-amid-trump-camps-disarray,953872,145,text/html
https://www.theguardian.com/us-news/2017/nov/26/promise-me-dad-review-joe-biden-memoir-trump,936048,137,text/html
https://www.theguardian.com/us-news/2017/oct/19/big-pharma-money-lobbying-us-opioid-crisis,944564,144,text/html
https://www.theguardian.com/us-news/2017/dec/07/al-franken-resigns-senate-sexual-misconduct-allegations,932638,144,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2019/feb/01/all,628356,126,text/html
https://www.theguardian.com/us-news/2017/oct/23/five-things-trump-help-ease-opioid-crisis,923104,139,text/html
https://www.theguardian.com/us-news/2016/apr/14/trump-campaign-manager-corey-lewandowski-battery-charges,933487,142,text/html
https://www.theguardian.com/us-news/live/2016/apr/28/boehner-lucifer-cruz-kasich-alliance-trump-women-caitlyn-jenner-election-2016,961120,143,text/html
https://www.theguardian.com/us-news/live/2016/apr/12/new-york-primary-clinton-cruz-sanders-trump-us-election-2016,1037289,186,text/html
https://www.theguardian.com/us-news/2016/may/03/indiana-primary-donald-trump-republican-nominee-ted-cruz,945388,145,text/html
https://www.theguardian.com/us-news/2018/nov/07/bernie-sanders-midterms-progressive-2020-president,932197,141,text/html
https://www.theguardian.com/us-news/2017/mar/25/donald-trump-healthcare-deal-republicans-obamacare,973819,159,text/html
https://www.theguardian.com/us-news/2017/mar/10/bernie-sanders-interview-full-transcript,972902,144,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2018/oct/31/all,627041,123,text/html
https://www.theguardian.com/us-news/2018/sep/12/jimmy-carter-democrats-midterms-advice-progressives-independents,921190,135,text/html
https://www.theguardian.com/us-news/series/guardian-selects,734092,185,text/html
https://www.theguardian.com/us-news/live/2016/apr/29/presidential-campaign-live-coverage-trump-jeb-bush,1016428,208,text/html
https://www.theguardian.com/us-news/ng-interactive/2016/apr/19/new-york-primary-live-results-trump-clinton,881601,106,text/html
https://www.theguardian.com/us-news/2016/apr/30/trump-cruz-indiana-republican-primary-delegates-needed,947090,153,text/html
https://www.theguardian.com/us-news/2018/jun/17/us-primaries-democratic-women-republican-populists,936810,147,text/html
https://www.theguardian.com/us-news/2018/jul/21/alexandria-ocasio-cortez-bernie-sanders-kansas-progressives-democrats,943522,154,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2018/sep/28/all,627056,123,text/html
https://www.theguardian.com/us-news/2016/may/23/military-sexual-assault-cases-culture-kirsten-gillibrand,924081,132,text/html
https://www.theguardian.com/us-news/2018/aug/25/democrats-rules-superdelegates-sanders,929400,136,text/html
https://www.theguardian.com/us-news/2016/may/04/bernie-sanders-indiana-primary-delegate-math,966170,163,text/html
https://www.theguardian.com/us-news/2016/apr/17/new-york-primary-election-clinton-trump-sanders-kasich-cruz,963474,167,text/html
https://www.theguardian.com/us-news/trump-administration/2019/feb/03/all,642877,135,text/html
https://www.theguardian.com/us-news/2016/may/01/ted-cruz-donald-trump-indiana-primary-delegates-john-boehner-hillary-clinton,937341,142,text/html
https://www.theguardian.com/us-news/2018/oct/22/the-midterms-minute-early-voting-texas-donald-trump-barnstorms-country,926116,145,text/html
https://www.theguardian.com/us-news/live/2016/feb/10/new-hampshire-primary-2016-us-presidential-election-sanders-trump-kasich-clinton?page=with%3Ablock-56bb2ae9e4b0d94bb17e384c,1056506,208,text/html
https://www.theguardian.com/us-news/2018/jul/25/bernie-sanders-cash-bail-bill-seeks-to-end-modern-day-debtors-prisons,926808,145,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2019/feb/03/all,628650,127,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/28/all,632303,128,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/15/all,643538,133,text/html
https://www.theguardian.com/us-news/2016/may/02/ted-cruz-indiana-heckler-canada-zodiac-killer,937427,149,text/html
https://www.theguardian.com/us-news/trump-administration/2019/feb/05/all,640446,133,text/html
https://www.theguardian.com/us-news/2017/oct/24/stono-rebellion-slave-uprising-commemoration-monuments-confederate,989581,159,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2019/feb/05/all,627840,126,text/html
https://www.theguardian.com/us-news/2018/aug/04/american-left-morality-alexandria-ocasio-cortez-bernie-sanders,1004932,156,text/html
https://www.theguardian.com/us-news/2018/sep/23/voters-purges-elections-rolls-americans-pilf,938250,148,text/html
https://www.theguardian.com/us-news/video/2016/feb/10/new-hampshire-primary-explainer-wrap-video,887905,124,text/html
https://www.theguardian.com/us-news/2016/apr/26/donald-trump-northeastern-primary-wins-pennsylvania-maryland-connecticut,935229,141,text/html
https://www.theguardian.com/us-news/2016/apr/17/away-from-spotlight-john-kasich-gives-a-speech-many-more-should-have-heard,934664,133,text/html
https://www.theguardian.com/us-news/live/2016/apr/26/northeast-primary-live-updates-trump-clinton-sanders-acela-cruz-kasich-election-2016,1013752,202,text/html
https://www.theguardian.com/us-news/trump-administration/2019/feb/04/all,639202,132,text/html
https://www.theguardian.com/us-news/2018/sep/15/ken-starr-there-are-eerie-echoes-of-the-past,953065,155,text/html
https://www.theguardian.com/us-news/2015/may/02/bridgegate-chris-christie-campaign-new-hampshire,938651,146,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2018/sep/23/all,627696,125,text/html
https://www.theguardian.com/us-news/2018/oct/02/global-image-of-us-has-plummeted-under-trump-says-poll,948691,147,text/html
https://www.theguardian.com/us-news/2016/feb/10/carly-fiorina-exits-republican-presidential-election,932931,135,text/html
https://www.theguardian.com/us-news/2018/dec/05/george-hw-bush-funeral-trump-clintons-obamas,968008,153,text/html
https://www.theguardian.com/us-news/2019/feb/03/revealed-dairy-lobby-fat-milk-trump-sonny-perdue,939188,150,text/html
https://www.theguardian.com/us-news/live/2016/apr/28/us-election-cruz-fiorina-trump-indiana-primary-clinton-sanders-live,1070023,211,text/html
https://www.theguardian.com/us-news/john-kasich/2016/apr/13/all,627810,127,text/html
https://www.theguardian.com/us-news/2019/feb/04/david-bernhardt-trump-oil-lobbyist-interior-department,924394,135,text/html
https://www.theguardian.com/us-news/video/2018/dec/05/trump-shakes-obamas-hand-but-fails-to-acknowledge-hillary-clinton-video,891255,126,text/html
https://www.theguardian.com/us-news/2016/feb/06/republicans-new-hampshire-primary-donald-trump-marco-rubio,946188,144,text/html
https://www.theguardian.com/us-news/2018/mar/06/donald-trump-fortune-fallen-forbes-worth-amazon-jeff-bezos,971336,154,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2018/oct/19/all,632643,128,text/html
https://www.theguardian.com/us-news/video/2016/mar/15/john-kasich-wins-ohio-primary-video,888310,123,text/html
https://www.theguardian.com/us-news/video/2018/dec/05/the-key-moments-from-george-hw-bushs-funeral-video,889579,128,text/html
https://www.theguardian.com/us-news/2017/may/30/sidney-blumenthal-abraham-lincoln-donald-trump,958575,182,text/html
https://www.theguardian.com/us-news/2018/dec/20/jim-mattis-defense-secretary-retires-trump,930416,142,text/html
https://www.theguardian.com/us-news/2016/apr/27/indiana-donald-trump-delegates-republican-nomination-cruz-kasich,936376,143,text/html
https://www.theguardian.com/us-news/2018/jul/16/trump-finds-putin-denial-of-election-meddling-powerful,952522,146,text/html
https://www.theguardian.com/us-news/2016/nov/26/jackie-kennedy-biopic-natalie-portman-jfk,940701,151,text/html
https://www.theguardian.com/us-news/clinton/2018/dec/31/all,627591,127,text/html
https://www.theguardian.com/us-news/series/us-voter-supression/2018/dec/17/all,627692,126,text/html
https://www.theguardian.com/us-news/2018/dec/13/donald-trump-jr-calls-his-father-a-christmas-regifter,947519,144,text/html
https://www.theguardian.com/us-news/2019/feb/06/justice-department-jeffrey-epstein-attorneys-investigation,932447,138,text/html
